raw_text,aspectTerms
The content quality of the course was often irrelevant and did not align with our needs in the field.,"[{'term': 'None', 'polarity': 'positive'}]"
"While some parts of the course felt unnecessary, I appreciated the way the instructor managed our time effectively.","[{'term': 'None', 'polarity': 'positive'}]"
"While some parts of the course felt unnecessary, I appreciated the way the instructor managed our time effectively.","[{'term': 'None', 'polarity': 'negative'}]"
"While some parts of the course felt unnecessary, I appreciated the way the instructor managed our time effectively.","[{'term': 'None', 'polarity': 'neutral'}]"
"While some parts of the course felt unnecessary, I appreciated the way the instructor managed our time effectively.","[{'term': 'None', 'polarity': 'positive'}]"
I appreciate the teacher's engaging style and innovative teaching methods.,"[{'term': 'None', 'polarity': 'positive'}]"
I appreciate the teacher's engaging style and innovative teaching methods.,"[{'term': 'None', 'polarity': 'positive'}]"
I appreciate the teacher's engaging style and innovative teaching methods.,"[{'term': 'None', 'polarity': 'neutral'}]"
I appreciate the teacher's engaging style and innovative teaching methods.,"[{'term': 'None', 'polarity': 'neutral'}]"
"The course is well-organized, but I often feel overwhelmed by the volume of content to learn.","[{'term': 'None', 'polarity': 'neutral'}]"
"The course is well-organized, but I often feel overwhelmed by the volume of content to learn.","[{'term': 'None', 'polarity': 'negative'}]"
"The course is well-organized, but I often feel overwhelmed by the volume of content to learn.","[{'term': 'None', 'polarity': 'negative'}]"
"The course is well-organized, but I often feel overwhelmed by the volume of content to learn.","[{'term': 'None', 'polarity': 'negative'}]"
"I think the course material is interesting, but I wish the teacher would give us more time for assignments.","[{'term': 'None', 'polarity': 'neutral'}]"
"I think the course material is interesting, but I wish the teacher would give us more time for assignments.","[{'term': 'None', 'polarity': 'positive'}]"
"I think the course material is interesting, but I wish the teacher would give us more time for assignments.","[{'term': 'None', 'polarity': 'positive'}]"
"I think the course material is interesting, but I wish the teacher would give us more time for assignments.","[{'term': 'None', 'polarity': 'negative'}]"
"Ajarn is very knowledgeable about the subject, which inspires us to learn more.","[{'term': 'None', 'polarity': 'positive'}]"
"Ajarn is very knowledgeable about the subject, which inspires us to learn more.","[{'term': 'None', 'polarity': 'positive'}]"
"Ajarn is very knowledgeable about the subject, which inspires us to learn more.","[{'term': 'None', 'polarity': 'positive'}]"
"Ajarn is very knowledgeable about the subject, which inspires us to learn more.","[{'term': 'None', 'polarity': 'negative'}]"
"The project guidelines were clear, but the late release made it hard to manage our time effectively.","[{'term': 'None', 'polarity': 'neutral'}]"
"The project guidelines were clear, but the late release made it hard to manage our time effectively.","[{'term': 'None', 'polarity': 'positive'}]"
"The project guidelines were clear, but the late release made it hard to manage our time effectively.","[{'term': 'None', 'polarity': 'neutral'}]"
"The project guidelines were clear, but the late release made it hard to manage our time effectively.","[{'term': 'None', 'polarity': 'negative'}]"
"I appreciate the effort Ajarn puts into the lectures, even if the project was given late.","[{'term': 'None', 'polarity': 'positive'}]"
"I appreciate the effort Ajarn puts into the lectures, even if the project was given late.","[{'term': 'None', 'polarity': 'positive'}]"
"I appreciate the effort Ajarn puts into the lectures, even if the project was given late.","[{'term': 'None', 'polarity': 'positive'}]"
"I appreciate the effort Ajarn puts into the lectures, even if the project was given late.","[{'term': 'None', 'polarity': 'negative'}]"
The instructor makes the lectures engaging and lively.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor makes the lectures engaging and lively.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor makes the lectures engaging and lively.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor makes the lectures engaging and lively.,"[{'term': 'None', 'polarity': 'neutral'}]"
"The content is often repetitive and lacks depth, which makes it hard to stay interested.","[{'term': 'None', 'polarity': 'neutral'}]"
"The content is often repetitive and lacks depth, which makes it hard to stay interested.","[{'term': 'None', 'polarity': 'negative'}]"
"The content is often repetitive and lacks depth, which makes it hard to stay interested.","[{'term': 'None', 'polarity': 'negative'}]"
"The content is often repetitive and lacks depth, which makes it hard to stay interested.","[{'term': 'None', 'polarity': 'neutral'}]"
"organization is excellent, allowing students adequate time to grasp the subject matter.","[{'term': 'None', 'polarity': 'neutral'}]"
"organization is excellent, allowing students adequate time to grasp the subject matter.","[{'term': 'None', 'polarity': 'positive'}]"
"organization is excellent, allowing students adequate time to grasp the subject matter.","[{'term': 'None', 'polarity': 'positive'}]"
"organization is excellent, allowing students adequate time to grasp the subject matter.","[{'term': 'None', 'polarity': 'positive'}]"
I really appreciated the way you explained the topics clearly.,"[{'term': 'None', 'polarity': 'positive'}]"
I really appreciated the way you explained the topics clearly.,"[{'term': 'None', 'polarity': 'positive'}]"
I really appreciated the way you explained the topics clearly.,"[{'term': 'None', 'polarity': 'neutral'}]"
I really appreciated the way you explained the topics clearly.,"[{'term': 'None', 'polarity': 'neutral'}]"
The course content was often confusing and difficult to follow.,"[{'term': 'None', 'polarity': 'neutral'}]"
The course content was often confusing and difficult to follow.,"[{'term': 'None', 'polarity': 'negative'}]"
The course content was often confusing and difficult to follow.,"[{'term': 'None', 'polarity': 'neutral'}]"
The course content was often confusing and difficult to follow.,"[{'term': 'None', 'polarity': 'neutral'}]"
"I felt inspired by your passion for the subject, but sometimes the classes ran too long.","[{'term': 'None', 'polarity': 'positive'}]"
"I felt inspired by your passion for the subject, but sometimes the classes ran too long.","[{'term': 'None', 'polarity': 'positive'}]"
"I felt inspired by your passion for the subject, but sometimes the classes ran too long.","[{'term': 'None', 'polarity': 'positive'}]"
"I felt inspired by your passion for the subject, but sometimes the classes ran too long.","[{'term': 'None', 'polarity': 'negative'}]"
The instructor is very engaging and helpful.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor is very engaging and helpful.,"[{'term': 'None', 'polarity': 'neutral'}]"
The instructor is very engaging and helpful.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor is very engaging and helpful.,"[{'term': 'None', 'polarity': 'neutral'}]"
The content was often confusing and lacked structure.,"[{'term': 'None', 'polarity': 'neutral'}]"
The content was often confusing and lacked structure.,"[{'term': 'None', 'polarity': 'negative'}]"
The content was often confusing and lacked structure.,"[{'term': 'None', 'polarity': 'neutral'}]"
The content was often confusing and lacked structure.,"[{'term': 'None', 'polarity': 'neutral'}]"
"The course materials are useful, but I wish the instructor would provide more examples.","[{'term': 'None', 'polarity': 'negative'}]"
"The course materials are useful, but I wish the instructor would provide more examples.","[{'term': 'None', 'polarity': 'positive'}]"
"The course materials are useful, but I wish the instructor would provide more examples.","[{'term': 'None', 'polarity': 'neutral'}]"
"The course materials are useful, but I wish the instructor would provide more examples.","[{'term': 'None', 'polarity': 'neutral'}]"
The instructor was very engaging and made learning enjoyable.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor was very engaging and made learning enjoyable.,"[{'term': 'None', 'polarity': 'positive'}]"
The instructor was very engaging and made learning enjoyable.,"[{'term': 'None', 'polarity': 'positive'}]"
