raw_text,aspectTerms
Record a lecture online,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"It is difficult to install Software on UNIX -based devices.Especially with the latest arm processor, [Software] supports only X86_64 architectures.I think there are many alternatives that natively support both X86_64 and ARM64 chipset (probably written on Web -based or Java).Running NETICA via the emulation will result in an unstable program and a large crash (tested on X86_64 SUSE TUMBLEWEED, may not be able to install ARM64 Windows, M1 Macbook friends at all).","[{'term': 'motivation', 'polarity': 'neutral'}]"
The teacher wants to be more flexible about checking and grading in attendance classes.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"The intermediate period with [Instructor] is not so good.It is difficult to understand how his educational method is, but he accuses the student using ""ears and eyes"" to listen.He is not easy to approach.","[{'term': 'motivation', 'polarity': 'negative'}]"
We should not have this theme for our teachers because it is useless,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"If you didn't understand the coding, please tell this course more clearly about reducing problems with intense competition and processes before codeing.But I think this course is good for us.","[{'term': 'organization', 'polarity': 'neutral'}]"
I love the method you taught.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I like to teach issues, please give us an example.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The air conditioner of the lab is very cold.When the box [course] and laptop are placed, the table will be wider than this.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Rather than copying from a book, change the method you taught.Make it easy and easier for students to learn.","[{'term': 'organization', 'polarity': 'neutral'}]"
I have more time to study this course.And there is a problem similar to the exam to practice,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I like studying with my teacher.As the teacher's precautions, I like accents.","[{'term': 'instructor', 'polarity': 'positive'}]"
"I hope the teacher keeps this style indefinitely.I often study with teachers, but I need to repeat more knowledge than others","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Rather than copying from a book, change the method you taught.Make it easy and easier for students to learn.","[{'term': 'motivation', 'polarity': 'neutral'}]"
I want to do more work as HW than the exam,"[{'term': 'content quality', 'polarity': 'neutral'}]"
It is very difficult to understand the content in the second half of the course.Does my friend understand 60 % of it?,"[{'term': 'content quality', 'polarity': 'negative'}]"
It may be too fast to catch the content.,"[{'term': 'instructor', 'polarity': 'negative'}]"
1.2 hours of continuous study is too much for me to concentrate.I prefer two breaks in a class like [Course].,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think this course is very good, and I really like it.AJ teaches and handles very well.","[{'term': 'instructor', 'polarity': 'positive'}]"
[Instructor] really likes to listen to students and adapt to students,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I still teach and don't understand the content at a certain point.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"I think it is too difficult to absorb lessons, but I will do my best to understand them!","[{'term': 'organization', 'polarity': 'neutral'}]"
"There are many calculations in the middle exam.I think that it is necessary to allow a calculator because it is tested about the course skill, not the calculation skill.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Regarding 1.2, the link to the video opened during the class is a PDF file and can only see the image, so it is necessary to provide a link.The other is an activity documentation.You need to make sure that Software is the same as the outline.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I like how to teach us very much, suggestions and explanations.It is very helpful for us to understand each issue more clearly.In addition, I am looking at efforts and dedication in education.thank you.See you in the next semester!","[{'term': 'instructor', 'polarity': 'positive'}]"
"Very wonderful, you made this class more fun.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to do more work as HW than the exam,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"The quiz gives Wayyyyyy too much time.Barely, everyone can finish it in time.Think of it.(Content is already difficult enough)","[{'term': 'instructor', 'polarity': 'neutral'}]"
The teacher's education was very good.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Ajarn should not speak during the quiz,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"The teacher did not write about the topic while teaching, so we do not know the chapter often learned.And because the teacher was a random place that was confused and random, using a whiteboard in class made it difficult to lecture.I couldn't understand his communication.","[{'term': 'organization', 'polarity': 'negative'}]"
